Ref_Date,GEO,AGE,SEX,MHWBPROF,UNIT,Value
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,"High 95% confidence interval, percent",F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,Coefficient of variation for percent,F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,Number of persons,3709126
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,"Low 95% confidence interval, number of persons",3701741
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,"High 95% confidence interval, number of persons",3716512
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,Coefficient of variation for number of persons,0.1
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,Percent,99.5
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,"Low 95% confidence interval, percent",99.3
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,"High 95% confidence interval, percent",99.7
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,Coefficient of variation for percent,0.1
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated",Number of persons,14417
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated","Low 95% confidence interval, number of persons",7470
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated","High 95% confidence interval, number of persons",21363
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated",Coefficient of variation for number of persons,24.6
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated",Percent,0.4
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated","Low 95% confidence interval, percent",0.2
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated","High 95% confidence interval, percent",0.6
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated",Coefficient of variation for percent,24.6
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,Number of persons,3726412
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,"Low 95% confidence interval, number of persons",3726412
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,"High 95% confidence interval, number of persons",3726412
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,Percent,100
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,Coefficient of variation for percent,0
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,Number of persons,30818
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,"Low 95% confidence interval, number of persons",21796
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,"High 95% confidence interval, number of persons",39840
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,Coefficient of variation for number of persons,14.9
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,Percent,0.8
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,"Low 95% confidence interval, percent",0.6
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,"High 95% confidence interval, percent",1.1
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,Coefficient of variation for percent,14.9
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,Number of persons,3681177
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,"Low 95% confidence interval, number of persons",3669582
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,"High 95% confidence interval, number of persons",3692771
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,Coefficient of variation for number of persons,0.2
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,Percent,98.8
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,"Low 95% confidence interval, percent",98.5
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,"High 95% confidence interval, percent",99.1
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,Coefficient of variation for percent,0.2
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated",Number of persons,14417
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated","Low 95% confidence interval, number of persons",7470
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated","High 95% confidence interval, number of persons",21363
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated",Coefficient of variation for number of persons,24.6
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated",Percent,0.4
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated","Low 95% confidence interval, percent",0.2
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated","High 95% confidence interval, percent",0.6
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated",Coefficient of variation for percent,24.6
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,Number of persons,3726412
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,"Low 95% confidence interval, number of persons",3726412
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,"High 95% confidence interval, number of persons",3726412
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,Percent,100
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,Coefficient of variation for percent,0
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to availability issues,Number of persons,F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to availability issues,"Low 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to availability issues,"High 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to availability issues,Coefficient of variation for number of persons,F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to availability issues,Percent,F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to availability issues,"Low 95% confidence interval, percent",F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to availability issues,"High 95% confidence interval, percent",F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services encountered due to availability issues,Coefficient of variation for percent,F
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to availability issues,Number of persons,3706023
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to availability issues,"Low 95% confidence interval, number of persons",3697851
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to availability issues,"High 95% confidence interval, number of persons",3714195
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to availability issues,Coefficient of variation for number of persons,0.1
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to availability issues,Percent,99.5
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to availability issues,"Low 95% confidence interval, percent",99.2
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to availability issues,"High 95% confidence interval, percent",99.7
2002,Canada,65 years and over,Both sexes,Barriers accessing mental health services not encountered due to availability issues,Coefficient of variation for percent,0.1
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to availability issues, not stated",Number of persons,14417
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to availability issues, not stated","Low 95% confidence interval, number of persons",7470
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to availability issues, not stated","High 95% confidence interval, number of persons",21363
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to availability issues, not stated",Coefficient of variation for number of persons,24.6
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to availability issues, not stated",Percent,0.4
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to availability issues, not stated","Low 95% confidence interval, percent",0.2
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to availability issues, not stated","High 95% confidence interval, percent",0.6
2002,Canada,65 years and over,Both sexes,"Barriers accessing mental health services due to availability issues, not stated",Coefficient of variation for percent,24.6
2002,Canada,65 years and over,Males,Total population for the variable major depressive episode,Number of persons,1631644
2002,Canada,65 years and over,Males,Total population for the variable major depressive episode,"Low 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable major depressive episode,"High 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable major depressive episode,Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Males,Total population for the variable major depressive episode,Percent,100
2002,Canada,65 years and over,Males,Total population for the variable major depressive episode,"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable major depressive episode,"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable major depressive episode,Coefficient of variation for percent,0
2002,Canada,65 years and over,Males,"Major depressive episode, all measured criteria are met",Number of persons,33776
2002,Canada,65 years and over,Males,"Major depressive episode, all measured criteria are met","Low 95% confidence interval, number of persons",20493
2002,Canada,65 years and over,Males,"Major depressive episode, all measured criteria are met","High 95% confidence interval, number of persons",47058
2002,Canada,65 years and over,Males,"Major depressive episode, all measured criteria are met",Coefficient of variation for number of persons,20.1
2002,Canada,65 years and over,Males,"Major depressive episode, all measured criteria are met",Percent,2.1
2002,Canada,65 years and over,Males,"Major depressive episode, all measured criteria are met","Low 95% confidence interval, percent",1.3
2002,Canada,65 years and over,Males,"Major depressive episode, all measured criteria are met","High 95% confidence interval, percent",2.9
2002,Canada,65 years and over,Males,"Major depressive episode, all measured criteria are met",Coefficient of variation for percent,20.1
2002,Canada,65 years and over,Males,"Major depressive episode, measured criteria not met",Number of persons,1586215
2002,Canada,65 years and over,Males,"Major depressive episode, measured criteria not met","Low 95% confidence interval, number of persons",1571662
2002,Canada,65 years and over,Males,"Major depressive episode, measured criteria not met","High 95% confidence interval, number of persons",1600768
2002,Canada,65 years and over,Males,"Major depressive episode, measured criteria not met",Coefficient of variation for number of persons,0.5
2002,Canada,65 years and over,Males,"Major depressive episode, measured criteria not met",Percent,97.2
2002,Canada,65 years and over,Males,"Major depressive episode, measured criteria not met","Low 95% confidence interval, percent",96.3
2002,Canada,65 years and over,Males,"Major depressive episode, measured criteria not met","High 95% confidence interval, percent",98.1
2002,Canada,65 years and over,Males,"Major depressive episode, measured criteria not met",Coefficient of variation for percent,0.5
2002,Canada,65 years and over,Males,"Major depressive episode, not stated",Number of persons,11653
2002,Canada,65 years and over,Males,"Major depressive episode, not stated","Low 95% confidence interval, number of persons",6262
2002,Canada,65 years and over,Males,"Major depressive episode, not stated","High 95% confidence interval, number of persons",17044
2002,Canada,65 years and over,Males,"Major depressive episode, not stated",Coefficient of variation for number of persons,23.6
2002,Canada,65 years and over,Males,"Major depressive episode, not stated",Percent,0.7
2002,Canada,65 years and over,Males,"Major depressive episode, not stated","Low 95% confidence interval, percent",0.4
2002,Canada,65 years and over,Males,"Major depressive episode, not stated","High 95% confidence interval, percent",1
2002,Canada,65 years and over,Males,"Major depressive episode, not stated",Coefficient of variation for percent,23.6
2002,Canada,65 years and over,Males,Total population for the variable manic episode (mania),Number of persons,1631644
2002,Canada,65 years and over,Males,Total population for the variable manic episode (mania),"Low 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable manic episode (mania),"High 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable manic episode (mania),Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Males,Total population for the variable manic episode (mania),Percent,100
2002,Canada,65 years and over,Males,Total population for the variable manic episode (mania),"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable manic episode (mania),"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable manic episode (mania),Coefficient of variation for percent,0
2002,Canada,65 years and over,Males,"Manic episode (mania), all measured criteria are met",Number of persons,F
2002,Canada,65 years and over,Males,"Manic episode (mania), all measured criteria are met","Low 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Manic episode (mania), all measured criteria are met","High 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Manic episode (mania), all measured criteria are met",Coefficient of variation for number of persons,F
2002,Canada,65 years and over,Males,"Manic episode (mania), all measured criteria are met",Percent,F
2002,Canada,65 years and over,Males,"Manic episode (mania), all measured criteria are met","Low 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Manic episode (mania), all measured criteria are met","High 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Manic episode (mania), all measured criteria are met",Coefficient of variation for percent,F
2002,Canada,65 years and over,Males,"Manic episode (mania), measured criteria not met",Number of persons,1621955
2002,Canada,65 years and over,Males,"Manic episode (mania), measured criteria not met","Low 95% confidence interval, number of persons",1616399
2002,Canada,65 years and over,Males,"Manic episode (mania), measured criteria not met","High 95% confidence interval, number of persons",1627510
2002,Canada,65 years and over,Males,"Manic episode (mania), measured criteria not met",Coefficient of variation for number of persons,0.2
2002,Canada,65 years and over,Males,"Manic episode (mania), measured criteria not met",Percent,99.4
2002,Canada,65 years and over,Males,"Manic episode (mania), measured criteria not met","Low 95% confidence interval, percent",99.1
2002,Canada,65 years and over,Males,"Manic episode (mania), measured criteria not met","High 95% confidence interval, percent",99.7
2002,Canada,65 years and over,Males,"Manic episode (mania), measured criteria not met",Coefficient of variation for percent,0.2
2002,Canada,65 years and over,Males,"Manic episode (mania), not stated",Number of persons,9689
2002,Canada,65 years and over,Males,"Manic episode (mania), not stated","Low 95% confidence interval, number of persons",4134
2002,Canada,65 years and over,Males,"Manic episode (mania), not stated","High 95% confidence interval, number of persons",15245
2002,Canada,65 years and over,Males,"Manic episode (mania), not stated",Coefficient of variation for number of persons,29.3
2002,Canada,65 years and over,Males,"Manic episode (mania), not stated",Percent,0.6
2002,Canada,65 years and over,Males,"Manic episode (mania), not stated","Low 95% confidence interval, percent",0.3
2002,Canada,65 years and over,Males,"Manic episode (mania), not stated","High 95% confidence interval, percent",0.9
2002,Canada,65 years and over,Males,"Manic episode (mania), not stated",Coefficient of variation for percent,29.3
2002,Canada,65 years and over,Males,Total population for the variable panic disorder,Number of persons,1631644
2002,Canada,65 years and over,Males,Total population for the variable panic disorder,"Low 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable panic disorder,"High 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable panic disorder,Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Males,Total population for the variable panic disorder,Percent,100
2002,Canada,65 years and over,Males,Total population for the variable panic disorder,"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable panic disorder,"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable panic disorder,Coefficient of variation for percent,0
2002,Canada,65 years and over,Males,"Panic disorder, all measured criteria are met",Number of persons,F
2002,Canada,65 years and over,Males,"Panic disorder, all measured criteria are met","Low 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Panic disorder, all measured criteria are met","High 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Panic disorder, all measured criteria are met",Coefficient of variation for number of persons,F
2002,Canada,65 years and over,Males,"Panic disorder, all measured criteria are met",Percent,F
2002,Canada,65 years and over,Males,"Panic disorder, all measured criteria are met","Low 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Panic disorder, all measured criteria are met","High 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Panic disorder, all measured criteria are met",Coefficient of variation for percent,F
2002,Canada,65 years and over,Males,"Panic disorder, measured criteria not met",Number of persons,1578361
2002,Canada,65 years and over,Males,"Panic disorder, measured criteria not met","Low 95% confidence interval, number of persons",1562305
2002,Canada,65 years and over,Males,"Panic disorder, measured criteria not met","High 95% confidence interval, number of persons",1594416
2002,Canada,65 years and over,Males,"Panic disorder, measured criteria not met",Coefficient of variation for number of persons,0.5
2002,Canada,65 years and over,Males,"Panic disorder, measured criteria not met",Percent,96.7
2002,Canada,65 years and over,Males,"Panic disorder, measured criteria not met","Low 95% confidence interval, percent",95.8
2002,Canada,65 years and over,Males,"Panic disorder, measured criteria not met","High 95% confidence interval, percent",97.7
2002,Canada,65 years and over,Males,"Panic disorder, measured criteria not met",Coefficient of variation for percent,0.5
2002,Canada,65 years and over,Males,"Panic disorder, not stated",Number of persons,49997
2002,Canada,65 years and over,Males,"Panic disorder, not stated","Low 95% confidence interval, number of persons",34404
2002,Canada,65 years and over,Males,"Panic disorder, not stated","High 95% confidence interval, number of persons",65590
2002,Canada,65 years and over,Males,"Panic disorder, not stated",Coefficient of variation for number of persons,15.9
2002,Canada,65 years and over,Males,"Panic disorder, not stated",Percent,3.1
2002,Canada,65 years and over,Males,"Panic disorder, not stated","Low 95% confidence interval, percent",2.1
2002,Canada,65 years and over,Males,"Panic disorder, not stated","High 95% confidence interval, percent",4
2002,Canada,65 years and over,Males,"Panic disorder, not stated",Coefficient of variation for percent,15.9
2002,Canada,65 years and over,Males,Total population for the variable social phobia (social anxiety disorder),Number of persons,1631644
2002,Canada,65 years and over,Males,Total population for the variable social phobia (social anxiety disorder),"Low 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable social phobia (social anxiety disorder),"High 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable social phobia (social anxiety disorder),Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Males,Total population for the variable social phobia (social anxiety disorder),Percent,100
2002,Canada,65 years and over,Males,Total population for the variable social phobia (social anxiety disorder),"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable social phobia (social anxiety disorder),"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable social phobia (social anxiety disorder),Coefficient of variation for percent,0
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), all measured criteria are met",Number of persons,F
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), all measured criteria are met","Low 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), all measured criteria are met","High 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), all measured criteria are met",Coefficient of variation for number of persons,F
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), all measured criteria are met",Percent,F
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), all measured criteria are met","Low 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), all measured criteria are met","High 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), all measured criteria are met",Coefficient of variation for percent,F
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), measured criteria not met",Number of persons,1604089
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), measured criteria not met","Low 95% confidence interval, number of persons",1592127
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), measured criteria not met","High 95% confidence interval, number of persons",1616052
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), measured criteria not met",Coefficient of variation for number of persons,0.4
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), measured criteria not met",Percent,98.3
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), measured criteria not met","Low 95% confidence interval, percent",97.6
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), measured criteria not met","High 95% confidence interval, percent",99
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), measured criteria not met",Coefficient of variation for percent,0.4
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), not stated",Number of persons,14698
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), not stated","Low 95% confidence interval, number of persons",8071
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), not stated","High 95% confidence interval, number of persons",21324
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), not stated",Coefficient of variation for number of persons,23
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), not stated",Percent,0.9
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), not stated","Low 95% confidence interval, percent",0.5
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), not stated","High 95% confidence interval, percent",1.3
2002,Canada,65 years and over,Males,"Social phobia (social anxiety disorder), not stated",Coefficient of variation for percent,23
2002,Canada,65 years and over,Males,Total population for the variable agoraphobia,Number of persons,1631644
2002,Canada,65 years and over,Males,Total population for the variable agoraphobia,"Low 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable agoraphobia,"High 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable agoraphobia,Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Males,Total population for the variable agoraphobia,Percent,100
2002,Canada,65 years and over,Males,Total population for the variable agoraphobia,"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable agoraphobia,"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable agoraphobia,Coefficient of variation for percent,0
2002,Canada,65 years and over,Males,"Agoraphobia, all measured criteria are met",Number of persons,F
2002,Canada,65 years and over,Males,"Agoraphobia, all measured criteria are met","Low 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Agoraphobia, all measured criteria are met","High 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Agoraphobia, all measured criteria are met",Coefficient of variation for number of persons,F
2002,Canada,65 years and over,Males,"Agoraphobia, all measured criteria are met",Percent,F
2002,Canada,65 years and over,Males,"Agoraphobia, all measured criteria are met","Low 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Agoraphobia, all measured criteria are met","High 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Agoraphobia, all measured criteria are met",Coefficient of variation for percent,F
2002,Canada,65 years and over,Males,"Agoraphobia, measured criteria not met",Number of persons,1616342
2002,Canada,65 years and over,Males,"Agoraphobia, measured criteria not met","Low 95% confidence interval, number of persons",1608699
2002,Canada,65 years and over,Males,"Agoraphobia, measured criteria not met","High 95% confidence interval, number of persons",1623985
2002,Canada,65 years and over,Males,"Agoraphobia, measured criteria not met",Coefficient of variation for number of persons,0.2
2002,Canada,65 years and over,Males,"Agoraphobia, measured criteria not met",Percent,99.1
2002,Canada,65 years and over,Males,"Agoraphobia, measured criteria not met","Low 95% confidence interval, percent",98.6
2002,Canada,65 years and over,Males,"Agoraphobia, measured criteria not met","High 95% confidence interval, percent",99.5
2002,Canada,65 years and over,Males,"Agoraphobia, measured criteria not met",Coefficient of variation for percent,0.2
2002,Canada,65 years and over,Males,"Agoraphobia, not stated",Number of persons,8734
2002,Canada,65 years and over,Males,"Agoraphobia, not stated","Low 95% confidence interval, number of persons",3365
2002,Canada,65 years and over,Males,"Agoraphobia, not stated","High 95% confidence interval, number of persons",14103
2002,Canada,65 years and over,Males,"Agoraphobia, not stated",Coefficient of variation for number of persons,31.4
2002,Canada,65 years and over,Males,"Agoraphobia, not stated",Percent,0.5
2002,Canada,65 years and over,Males,"Agoraphobia, not stated","Low 95% confidence interval, percent",0.2
2002,Canada,65 years and over,Males,"Agoraphobia, not stated","High 95% confidence interval, percent",0.9
2002,Canada,65 years and over,Males,"Agoraphobia, not stated",Coefficient of variation for percent,31.4
2002,Canada,65 years and over,Males,Total population for the variable any measured disorder or substance dependence,Number of persons,1631644
2002,Canada,65 years and over,Males,Total population for the variable any measured disorder or substance dependence,"Low 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable any measured disorder or substance dependence,"High 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable any measured disorder or substance dependence,Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Males,Total population for the variable any measured disorder or substance dependence,Percent,100
2002,Canada,65 years and over,Males,Total population for the variable any measured disorder or substance dependence,"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable any measured disorder or substance dependence,"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable any measured disorder or substance dependence,Coefficient of variation for percent,0
2002,Canada,65 years and over,Males,Had at least one measured disorder or substance dependence,Number of persons,47012
2002,Canada,65 years and over,Males,Had at least one measured disorder or substance dependence,"Low 95% confidence interval, number of persons",32325
2002,Canada,65 years and over,Males,Had at least one measured disorder or substance dependence,"High 95% confidence interval, number of persons",61700
2002,Canada,65 years and over,Males,Had at least one measured disorder or substance dependence,Coefficient of variation for number of persons,15.9
2002,Canada,65 years and over,Males,Had at least one measured disorder or substance dependence,Percent,2.9
2002,Canada,65 years and over,Males,Had at least one measured disorder or substance dependence,"Low 95% confidence interval, percent",2
2002,Canada,65 years and over,Males,Had at least one measured disorder or substance dependence,"High 95% confidence interval, percent",3.8
2002,Canada,65 years and over,Males,Had at least one measured disorder or substance dependence,Coefficient of variation for percent,15.9
2002,Canada,65 years and over,Males,Did not have a measured disorder or substance dependence,Number of persons,1501715
2002,Canada,65 years and over,Males,Did not have a measured disorder or substance dependence,"Low 95% confidence interval, number of persons",1478143
2002,Canada,65 years and over,Males,Did not have a measured disorder or substance dependence,"High 95% confidence interval, number of persons",1525287
2002,Canada,65 years and over,Males,Did not have a measured disorder or substance dependence,Coefficient of variation for number of persons,0.8
2002,Canada,65 years and over,Males,Did not have a measured disorder or substance dependence,Percent,92
2002,Canada,65 years and over,Males,Did not have a measured disorder or substance dependence,"Low 95% confidence interval, percent",90.6
2002,Canada,65 years and over,Males,Did not have a measured disorder or substance dependence,"High 95% confidence interval, percent",93.5
2002,Canada,65 years and over,Males,Did not have a measured disorder or substance dependence,Coefficient of variation for percent,0.8
2002,Canada,65 years and over,Males,"Any measured disorder or substance dependence, not stated",Number of persons,82917
2002,Canada,65 years and over,Males,"Any measured disorder or substance dependence, not stated","Low 95% confidence interval, number of persons",64711
2002,Canada,65 years and over,Males,"Any measured disorder or substance dependence, not stated","High 95% confidence interval, number of persons",101123
2002,Canada,65 years and over,Males,"Any measured disorder or substance dependence, not stated",Coefficient of variation for number of persons,11.2
2002,Canada,65 years and over,Males,"Any measured disorder or substance dependence, not stated",Percent,5.1
2002,Canada,65 years and over,Males,"Any measured disorder or substance dependence, not stated","Low 95% confidence interval, percent",4
